Work Item Type,Requesting Dept/Agency,Received,Support Team,Category,Q1 - Courtesy,Q2 - Technical,Q3 - Timeliness,Q4 - Quality,Q5 - Overall
Service Request,Sheriff's Office,8/11/2015,The ISD Telephone Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,8/10/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Human Resources,8/10/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Human Resources,8/7/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sonoma County Employees Retirement Association,8/7/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,7/31/2015,The ISD Geographic Information System Team,Other,5,5,5,5,5
Service Request,Human Resources,7/31/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Human Resources,7/31/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Regional Parks,7/31/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Probation,7/24/2015,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Public Defender,7/24/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,7/24/2015,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,7/17/2015,The ISD Datacenter Operations Team,Other,5,,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,7/17/2015,The ISD Geographic Information System Team,Other,5,5,5,5,5
Service Request,Community Development Commission,7/17/2015,The ISD Service Desk,Other,5,4,4,5,5
Service Request,Human Resources,7/17/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,7/17/2015,The ISD Network Infrastructure Team,Other,5,5,3,5,4
Incident,General Services,7/15/2015,The ISD Desktop Support Team,Other,5,4,5,4,4
Service Request,Information Systems,7/10/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,6/26/2015,The ISD Service Desk,Other,5,5,4,5,5
Service Request,Health Services,6/26/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,6/26/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,District Attorney,6/23/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,6/19/2015,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,6/19/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff's Office,6/19/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,6/19/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,6/19/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,6/15/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Health Services,6/15/2015,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Health Services,6/12/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,6/12/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Community Development Commission,6/11/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,6/7/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Economic Development Board,6/5/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,6/5/2015,The ISD Service Desk,Other,5,5,3,4,4
Service Request,Health Services,6/5/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,6/5/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Public Defender,6/4/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,5/29/2015,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Incident,Information Systems,8/26/2016,The ISD Desktop Support Team,Others,5,5,5,5,5
Incident,Sheriff's Office,3/29/2016,The ISD Desktop Support Team,Others,5,4,5,5,5
Incident,Health Services,3/23/2016,The ISD Service Desk,Others,5,5,5,5,5
Incident,Health Services,3/3/2016,The ISD Service Desk,Others,5,5,5,5,5
Incident,Health Services,2/19/2016,The ISD Service Desk,Others,5,5,5,5,5
Incident,Board of Supervisors,8/30/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,County Administrator,8/26/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Permit and Resource Management,8/26/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Board of Supervisors,8/2/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,General Services,8/2/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Grand Jury,7/29/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Sheriff Detention,7/22/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Open Space,7/19/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,Regional Parks,7/15/2016,The ISD Desktop Support Team,Peripheral Device,5,5,4,5,5
Incident,Health Services,7/15/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,County Counsel,7/12/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Health Services,7/11/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,Transportation & Public Works,7/1/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Open Space,6/21/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Health Services,6/14/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Transportation & Public Works,6/1/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Board of Supervisors,5/27/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff Detention,5/20/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,Permit and Resource Management,5/20/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Probation,5/20/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Probation,5/20/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff Law Enforcement,5/17/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,County Counsel,5/13/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Sheriff Detention,5/6/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/6/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff Admin,4/25/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,4/20/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Permit & Resource Management,3/31/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Probation,3/25/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Sheriff's Office,3/25/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,District Attorney,3/11/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,3/7/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Health Services,3/4/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,3/4/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,3/3/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,4,5
Incident,Auditor-Controller-Treasurer-Tax Collector,2/29/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,2/23/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Health Services,2/19/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Probation,2/19/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,County Counsel,2/18/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,2/16/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Transportation & Public Works,2/16/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Public Defender,2/11/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,2/8/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,1/28/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,District Attorney,1/22/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,1/21/2016,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Human Resources,1/7/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Probation,1/5/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Regional Parks,1/1/2016,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,District Attorney,12/31/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,12/30/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,12/29/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,Probation,12/25/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,District Attorney,12/23/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,County Counsel,12/21/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,General Services,12/18/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Board of Supervisors,12/18/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Sheriff's Office,12/18/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Public Defender,12/4/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,11/24/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Probation,11/20/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,County Administrator's Office,11/13/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,District Attorney,11/6/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,11/5/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,District Attorney,10/20/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Regional Parks,10/14/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,County Administrator's Office,10/9/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Information Systems,10/9/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,9/30/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Probation,8/31/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,8/28/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Information Systems,8/28/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,8/26/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Economic Development Board,8/24/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,8/24/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Public Defender,8/19/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Health Services,8/18/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Service Request,Health Services,8/14/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,8/11/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,8/6/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,8/5/2015,The ISD Desktop Support Team,Peripheral Device,5,4,4,4,4
Incident,Health Services,8/4/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,District Attorney,8/4/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Health Services,7/31/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Sheriff's Office,7/31/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,General Services,7/28/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,County Administrator's Office,7/23/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,7/21/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,District Attorney,7/16/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,District Attorney,7/14/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,District Attorney,7/13/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Health Services,7/2/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Service Request,Health Services,6/26/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,6/18/2015,The ISD Service Desk,Peripheral Device,5,5,5,5,5
Incident,Information Systems,6/5/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Public Defender,6/3/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Sheriff's Office,6/3/2015,The ISD Desktop Support Team,Peripheral Device,5,5,5,5,5
Incident,Board of Supervisors,8/22/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,4,5,5
Incident,Health Services,8/17/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,County Counsel,8/11/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,,8/9/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Board of Supervisors,8/5/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Sheriff Law Enforcement,8/4/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Information Systems,7/29/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Sheriff Admin,7/29/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Health Services,7/29/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Health Services,7/27/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Auditor Controller Treasurer Tax Collector,7/25/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,Sheriff Detention,7/22/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Information Systems,7/22/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,Probation,7/22/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Sheriff Detention,7/18/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Probation,7/8/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,Open Space,7/1/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Sheriff Law Enforcement,6/27/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,Health Services,6/24/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,6/24/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/24/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,6/21/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Sheriff Law Enforcement,6/21/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,UC Cooperative Extension,6/15/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Service Request,General Services,6/10/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Probation,6/10/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,General Services,6/10/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Health Services,6/8/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Information Systems,6/3/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,General Services,6/3/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Sheriff Law Enforcement,5/27/2016,The ISD Desktop Support Team,Personal Computer (PC),5,3,2,1,1
Service Request,Transportation & Public Works,5/27/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,Permit and Resource Management,5/27/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
Incident,SCTA,5/25/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Transportation & Public Works,5/11/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,Fire & Emergency Services,5/6/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,CDC,5/6/2016,The ISD Service Desk,Personal Computer (PC),5,5,4,5,5
Service Request,Open Space,5/6/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Incident,CDC,5/4/2016,The ISD Desktop Support Team,Personal Computer (PC),5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,Personal Computer (PC),5,5,5,5,5
